path,user,test,no_para,are_timestamps_distinct,initial_rows,final_rows,dropped_rows
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test2_IDT_02_02-09-2019/User006a_test2_IDT_02_02-09-2019_recording0,6,2,5,True,9868,9457,411
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test4_IES_04_02-09-2019/User006b_test4_IES_04_02-09-2019_recording0,6,4,5,True,13883,13280,603
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test10_IDT_10_02-09-2019/User006c_test10_IDT_10_02-09-2019_recording0,6,10,5,True,7748,6874,874
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test7_BDS_07_02-09-2019/User006b_test7_BDS_07_02-09-2019_recording0,6,7,5,True,9845,9276,569
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test1_BET_01_02-09-2019/User006a_test1_BET_01_02-09-2019_recording0,6,1,5,True,12095,11662,433
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test5_BES_05_02-09-2019/User006b_test5_BES_05_02-09-2019_recording0,6,5,5,True,17201,16622,579
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006c_test11_BDT_11_02-09-2019/User006c_test11_BDT_11_02-09-2019_recording0,6,11,5,True,9918,9195,723
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test3_BDT_03_02-09-2019/User006a_test3_BDT_03_02-09-2019_recording0,6,3,5,True,9675,9426,249
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006a_test0_IET_00_02-09-2019/User006a_test0_IET_00_02-09-2019_recording0,6,0,5,True,9394,9019,375
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006b_test6_IDS_06_02-09-2019/User006b_test6_IDS_06_02-09-2019_recording0,6,6,5,True,10785,10206,579
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test13_BES_13_02-09-2019/User006d_test13_BES_13_02-09-2019_recording0,6,13,5,True,11795,10770,1025
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test15_BDS_15_02-09-2019/User006d_test15_BDS_15_02-09-2019_recording0,6,15,5,True,5535,4920,615
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test14_IDS_14_02-09-2019/User006d_test14_IDS_14_02-09-2019_recording0,6,14,5,True,6339,5550,789
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User006a_Group_Test_02-09-2019--15-09-52/User006d_test12_IES_12_02-09-2019/User006d_test12_IES_12_02-09-2019_recording0,6,12,5,True,21437,20302,1135
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test7_BDS_07_04-09-2019/User011b_test7_BDS_07_04-09-2019_recording0,11,7,5,True,13711,5514,8197
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test1_BET_01_04-09-2019/User011a_test1_BET_01_04-09-2019_recording0,11,1,5,True,13041,3082,9959
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test2_IDT_02_04-09-2019/User011a_test2_IDT_02_04-09-2019_recording0,11,2,5,True,12679,4172,8507
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test4_IES_04_04-09-2019/User011b_test4_IES_04_04-09-2019_recording0,11,4,5,True,18569,7430,11139
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test0_IET_00_04-09-2019/User011a_test0_IET_00_04-09-2019_recording0,11,0,5,True,11558,1730,9828
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test6_IDS_06_04-09-2019/User011b_test6_IDS_06_04-09-2019_recording0,11,6,5,True,18156,8424,9732
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011b_test5_BES_05_04-09-2019/User011b_test5_BES_05_04-09-2019_recording0,11,5,5,True,20192,9445,10747
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011a_test3_BDT_03_04-09-2019/User011a_test3_BDT_03_04-09-2019_recording0,11,3,5,True,10542,3500,7042
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test15_BDS_15_04-09-2019/User011d_test15_BDS_15_04-09-2019_recording0,11,15,5,True,18099,9309,8790
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test13_BES_13_04-09-2019/User011d_test13_BES_13_04-09-2019_recording0,11,13,5,True,17431,6566,10865
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test12_IES_12_04-09-2019/User011d_test12_IES_12_04-09-2019_recording0,11,12,5,True,3356,1838,1518
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011d_test14_IDS_14_04-09-2019/User011d_test14_IDS_14_04-09-2019_recording0,11,14,5,True,16432,6542,9890
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test8_IET_08_04-09-2019/User011c_test8_IET_08_04-09-2019_recording0,11,8,5,True,16963,5046,11917
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test10_IDT_10_04-09-2019/User011c_test10_IDT_10_04-09-2019_recording0,11,10,5,True,9291,2721,6570
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test9_BET_09_04-09-2019/User011c_test9_BET_09_04-09-2019_recording0,11,9,5,True,13667,3681,9986
/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User011a_Group_Test_04-09-2019--13-13-21/User011c_test11_BDT_11_04-09-2019/User011c_test11_BDT_11_04-09-2019_recording0,11,11,5,True,11086,3768,7318
